transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN000363,M46932,978-0-901001-67-2,2024-07-17,2024-07-23,BR009
TXN000364,M36174,978-1-230-46184-7,2025-01-11,2025-01-13,BR003
TXN000365,M94040,978-1-189-14117-3,2024-03-07,2024-03-11,BR006
TXN000366,M77621,978-1-83564-208-5,2024-10-10,,BR005
TXN000367,M31012,978-1-5300-1197-1,31/01/2024,2024-02-27,BR015
TXN000368,M67340,978-0-14-374470-2,2023-12-25,2024-01-09,BR015
TXN000369,M55820,978-0-455-61100-6,2025-06-27,,BR007
TXN000370,M75799,978-1-57941-552-5,2024-01-05,2024-01-17,BR007
TXN000371,M39430,,2024-08-01,,BR015
TXN000372,M95191,978-1-67621-202-7,2023-12-28,2024-01-07,BR003
TXN000373,M71925,978-1-296-59027-7,2025-08-16,2025-09-01,  BR003 
TXN000374,M68799,978-1-70145-089-9,2025-03-26,,  BR015 
TXN000375,M43544,978-1-889163-75-8,2025-02-10,2025-03-06,BR003
TXN000376,M89807,978-0-89002-877-3,2025-07-10,2025-07-18,BR002
TXN000377,M49472,978-1-5354-0838-7,2025-01-26,2025-02-21,BR004
TXN000378,M91633,978-0-17-797177-8,2024-06-01,2024-06-17,BR002
TXN000379,M88215,978-0-16-608801-2,2025-05-14,2025-05-22,BR011
TXN000380,,978-0-7550-3758-2,2025-04-26,2025-05-04,BR001
TXN000381,M84798,978-1-71130-554-7,2024-11-17,2024-12-04,BR011
TXN000382,M57265,978-0-02-726149-3,2024-03-05,2024-03-31,BR009
TXN000383,M76535,978-1-373-51609-1,2024-01-12,2024-01-14,  BR007 
TXN000384,M93318,978-1-9827-0808-5,08/27/2025,2025-08-28,BR006
TXN000385,M56805,978-0-922169-95-5,2024-10-16,2024-11-07,BR006
TXN000386,M92346,978-1-934654-72-9,2024-01-23,2024-02-03,BR010
TXN000387,M27486,,2024-12-27,2025-01-17,BR009
TXN000388,M32949,978-1-83339-452-8,2025-09-30,2025-10-23,BR011
TXN000389,M72722,978-1-158-79968-8,2024-05-10,2024-06-02,BR013
TXN000390,M69988,,2025-06-24,,BR004
TXN000391,M36144,978-0-06-200342-3,2025-10-01,2025-10-18,BR006
TXN000392,M62196,978-0-04-380571-8,2025-01-06,2025-01-08,BR009
TXN000393,M94790,978-1-384-06665-3,2025-09-19,2025-09-21,BR006
TXN000394,M95948,978-0-439-73598-8,2025-04-05,2025-04-19,BR002
TXN000395,M62431,978-0-472-12281-3,07/15/2024,2024-07-26,BR015
TXN000396,M34486,978-1-84229-405-5,2024-09-18,2024-10-14,BR008
TXN000397,M78062,978-0-259-09479-1,2024-11-19,2024-11-22,BR002
TXN000398,M66440,978-1-83281-826-1,2024-11-13,2024-11-23,BR014
TXN000399,M52101,978-0-533-55543-7,2025-09-07,2025-09-17,BR006
TXN000400,M68447,978-0-15-739930-1,2025-02-23,2025-03-10,BR007
TXN000401,M56077,978-1-164-84085-5,2024-10-23,2024-11-04,BR012
TXN000402,M90589,978-1-04-358112-1,2025-09-23,2025-10-19,BR005
TXN000403,M17518,978-0-336-13861-5,2025-04-11,2025-04-28,BR011
TXN000404,M99051,978-0-7501-1024-2,2024-11-24,2024-12-14,BR001
TXN000405,M98878,978-1-66766-506-1,2025-02-17,2025-02-25,BR001
TXN000406,M94562,978-0-901581-44-0,2024-12-30,2025-01-01,BR007
TXN000407,M89310,978-1-66072-832-9,2025-04-11,2025-04-23,BR008
TXN000408,M68188,978-0-450-88210-4,2023-10-17,2023-10-29,  BR010 
TXN000409,M62171,978-0-435-36822-7,2024-02-25,2024-02-29,BR005
TXN000410,M13396,978-0-12-908781-6,2024-05-13,2024-06-12,BR008
TXN000411,M83619,978-1-139-75523-8,26/12/2023,2024-01-10,BR013
TXN000412,M38124,978-0-577-59492-8,2024-11-30,2024-12-16,BR005
TXN000413,M36237,978-1-62053-364-2,2025-06-19,,BR014
TXN000414,M32630,978-1-77754-781-3,2024-02-19,2024-03-16,BR008
TXN000415,M99381,978-1-283-41108-0,2025-01-17,2025-02-09,BR006
TXN000416,M18511,978-0-08-488725-4,2024-07-26,2024-08-23,BR005
TXN000417,M30644,978-0-7881-6580-1,2025-02-09,2025-02-15,BR015
TXN000418,M57381,978-0-7229-9275-3,2023-11-12,2023-12-08,BR002
TXN000419,M28202,978-0-14-530385-3,2024-07-23,,BR008
TXN000420,M82616,978-0-05-184498-3,12/03/2024,2024-12-21,BR008
TXN000421,M27009,978-1-59184-638-3,2024-08-05,,BR002
TXN000422,M62187,978-1-79082-723-7,09/12/2023,2023-12-23,BR012
TXN000423,M63665,978-0-222-59136-4,2025-05-28,2025-06-08,BR002
TXN000424,M94192,978-1-77392-603-2,2023-11-14,2023-11-26,BR008
TXN000425,M26821,978-0-8092-0242-3,2024-10-25,2024-11-13,BR013
TXN000426,M33850,978-0-413-79772-8,2024-03-22,2024-04-21,BR003
TXN000427,M17263,978-0-929842-57-8,2024-12-23,2024-12-29,BR009
TXN000428,M31229,978-0-662-10388-2,2025-02-25,2025-03-14,BR012
TXN000429,M47230,978-0-279-90881-8,2023-12-21,2024-01-08,BR005
TXN000430,M45972,978-0-686-50863-2,2025-08-29,2025-09-01,BR005
TXN000431,M75873,978-1-59916-247-8,2025-04-25,2025-04-30,BR010
TXN000432,M32439,978-1-9864-3009-8,2024-10-29,2024-11-09,BR012
TXN000433,M83874,,2024-10-27,,BR014
TXN000434,M15958,978-0-565-12694-0,2024-04-22,2024-05-13,BR013
TXN000435,M37631,978-1-946368-87-4,2024-02-21,2024-02-22,BR007
TXN000436,M75278,978-1-4956-2137-6,2025-05-08,2025-05-18,BR009
TXN000437,M73300,978-0-386-58902-3,2024-07-24,2024-08-03,BR013
TXN000438,M69446,978-0-279-61143-5,2024-07-11,2024-07-25,BR001
TXN000439,M73471,978-1-69849-027-4,2024-08-29,2024-09-09,BR006
TXN000440,M51853,978-1-309-88392-1,2025-02-17,2025-03-02,BR014
TXN000441,M27139,978-0-02-146566-8,2024-12-15,2024-12-26,BR009
TXN000442,M41685,978-0-18-489554-8,2024-03-27,2024-04-01,BR005
TXN000443,M22689,978-1-69042-681-3,2024-11-25,2024-12-09,BR007
TXN000444,M42541,978-1-184-89476-0,2024-11-28,2024-12-09,BR015
TXN000445,M85718,978-1-77907-141-5,2024-07-19,2024-08-04,BR004
TXN000446,M77466,978-0-565-88043-9,2024-05-11,2024-05-12,BR015
TXN000447,M21802,978-1-182-75539-1,2024-04-27,2024-05-05,BR009
TXN000448,M38199,978-1-333-43333-8,2025-06-16,,BR001
TXN000449,,978-0-11-179080-9,2025-06-24,2025-07-10,BR014
TXN000450,M47453,978-1-79472-846-2,2024-03-24,2024-03-29,BR014
TXN000451,M44664,978-0-86780-856-8,2025-07-03,2025-07-05,BR013
TXN000452,M62505,978-1-187-50036-1,2024-12-11,2024-12-29,BR009
TXN000453,M47827,978-1-942843-47-4,2025-09-13,2025-10-01,BR009
TXN000454,M46663,978-1-276-36556-7,2024-05-05,2024-05-09,BR010
TXN000455,M26864,978-0-931438-66-0,2024-03-05,2024-03-16,BR007
TXN000456,M83116,978-1-02-672885-7,2025-05-10,2025-05-30,BR013
TXN000457,M76731,978-1-890612-03-0,2025-05-30,,BR001
TXN000458,M27961,978-0-7545-5884-2,2024-06-21,2024-07-06,BR013
TXN000459,M29521,978-0-593-99824-3,29/06/2024,2024-07-29,BR009
TXN000460,M90356,978-1-169-47225-9,2024-08-17,2024-09-10,BR007
TXN000461,M49221,978-0-12-535544-5,2024-12-29,2025-01-16,BR009
TXN000462,M74205,978-1-75987-622-1,2025-06-29,2025-06-30,BR005
TXN000463,M58281,978-0-413-26111-3,28/08/2025,2025-09-16,BR002
TXN000464,M50327,978-0-06-811492-5,2023-12-14,2024-01-04,BR012
TXN000465,M13492,978-1-334-72282-0,2023-11-03,2023-11-29,BR005
TXN000466,M85821,978-1-77848-728-6,2024-02-20,,BR012
TXN000467,M72973,978-1-884578-31-1,2024-08-31,2024-09-25,BR011
TXN000468,M59832,978-1-4240-0825-4,2024-05-10,2024-05-29,BR011
TXN000469,M24404,978-1-74064-930-8,2024-11-17,2024-11-22,BR008
TXN000470,M64127,978-1-86632-663-3,2024-04-23,2024-05-13,BR007
TXN000471,M71814,978-0-89448-463-6,2025-06-28,2025-07-21,BR012
TXN000472,M28098,978-0-417-97497-2,2024-02-28,2024-03-21,BR009
TXN000473,M72701,978-0-08-021442-9,2025-03-19,2025-04-03,BR006
TXN000474,M79878,978-0-12-073564-8,2025-05-10,2025-06-07,BR006
TXN000475,M99226,978-1-70512-046-0,2023-12-05,2023-12-21,BR012
TXN000476,M35200,978-0-346-01367-4,2024-04-11,2024-04-19,BR005
TXN000477,M49008,978-0-7183-7645-1,2024-02-06,2024-02-29,BR012
TXN000478,M74094,978-0-474-35031-3,2024-04-03,2024-05-03,BR006
TXN000479,M45842,978-1-02-491630-0,2025-09-21,2025-10-04,BR010
TXN000480,M61712,978-0-513-27195-1,2025-08-24,2025-09-03,BR013
TXN000481,M15513,978-0-528-12735-9,2025-09-30,,BR012
TXN000482,M67983,978-1-306-52407-0,2025-03-13,2025-03-20,BR012
TXN000483,M80592,978-1-392-85574-4,09/07/2025,2025-07-14,BR009
TXN000484,M24316,978-0-8274-4857-5,2023-10-14,2023-10-16,BR010
TXN000485,M97796,978-0-09-593518-0,2025-06-03,2025-06-05,BR004
TXN000486,M23133,978-1-82945-651-3,2023-12-23,2024-01-14,BR012
TXN000487,M28018,,06/02/2025,2025-02-12,BR009
TXN000488,M63334,978-0-203-17310-7,2024-12-04,2024-12-20,BR015
TXN000489,M95267,978-1-899405-39-8,2025-03-21,2025-04-11,BR005
TXN000490,M17754,978-0-7170-5865-5,16/05/2025,2025-05-24,BR002
TXN000491,M80143,978-1-80141-381-7,2023-12-26,2024-01-25,BR014
TXN000492,M32946,978-1-338-39288-3,2024-08-12,2024-09-11,BR014
TXN000493,M14763,978-1-76122-868-1,2024-06-16,2024-06-22,BR007
TXN000494,M47941,978-1-55855-665-2,31/12/2024,2025-01-20,BR001
TXN000495,M24064,978-1-84577-600-8,2025-10-01,2025-10-22,BR006
TXN000496,M81211,978-0-404-33504-5,2025-08-15,2025-09-12,BR015
TXN000497,M76088,978-0-07-522459-4,2024-04-13,2024-04-24,BR004
TXN000498,M31298,978-1-196-93157-6,2024-02-17,2024-02-23,BR011
TXN000499,M11846,978-1-09-610556-5,13/08/2024,2024-09-04,BR013
TXN000500,M35318,978-0-906048-05-4,2024-11-11,2024-11-24,  BR014 
TXN000501,M66059,978-1-83206-799-7,2024-10-16,2024-10-20,  BR002 
TXN000502,M34219,978-1-4622-5179-7,2025-04-10,2025-04-18,BR008
TXN000503,M10895,978-1-168-62278-5,2024-03-06,2024-03-15,BR004
TXN000504,M53204,978-0-89833-146-2,2024-06-06,2024-06-15,BR012
TXN000505,M95679,978-0-665-53559-8,2025-02-04,,BR004
TXN000506,M25495,978-0-597-92703-4,2024-03-07,2024-03-24,BR003
TXN000507,M50760,978-0-11-039240-0,2024-06-20,2024-06-30,BR011
TXN000508,M58174,978-1-77053-833-7,2024-11-16,2024-12-02,BR004
TXN000509,M30078,978-1-920698-04-1,2024-02-15,2024-03-09,BR010
TXN000510,M81989,978-0-940701-64-9,2025-02-09,2025-03-03,BR013
TXN000511,M38627,978-0-04-636815-9,2024-10-02,2024-10-30,BR011
TXN000512,M20730,978-0-387-80038-7,2024-05-23,2024-05-26,BR009
TXN000513,M83946,978-1-205-55438-3,2024-05-02,2024-05-19,BR014
TXN000514,M36497,978-1-60843-256-1,2025-02-05,2025-03-05,BR003
TXN000515,M78202,978-1-893639-26-3,2025-09-22,2025-10-11,BR011
TXN000516,M74071,978-1-82329-832-4,2024-05-26,2024-05-28,BR009
TXN000517,M69432,978-1-292-51881-7,2024-02-25,2024-02-27,BR007
TXN000518,M83242,978-0-566-47423-1,2023-12-31,2024-01-01,BR013
TXN000519,M61897,978-0-9949993-9-9,2024-03-31,2024-04-19,BR001
TXN000520,M19572,,2025-02-27,2025-03-17,BR006
TXN000521,M17897,978-0-7289-7526-2,2024-10-07,2024-10-23,BR002
TXN000522,M14159,978-0-330-60463-5,2025-04-08,2025-05-03,BR003
TXN000523,M94085,978-0-12-797573-3,2024-08-21,2024-09-02,BR011
TXN000524,M60132,978-1-56999-880-9,2024-10-28,2024-11-10,BR015
TXN000525,M20518,978-1-03-886086-6,2024-10-25,2024-10-30,BR011
TXN000526,M95660,978-0-476-44726-4,2024-05-16,2024-06-03,BR002
TXN000527,M61518,978-0-7718-1298-9,2024-01-20,2024-02-16,BR012
TXN000528,M10455,978-1-70279-371-1,2024-04-13,2024-05-07,BR005
TXN000529,M81361,978-0-11-751868-1,2025-01-03,2025-01-11,  BR007 
TXN000530,M70375,978-1-86025-922-7,2025-07-10,2025-08-08,BR005
TXN000531,M24790,,2024-02-21,2024-03-17,BR011
TXN000532,M12050,978-1-4474-2123-8,10/16/2023,2023-10-18,BR002
TXN000533,M68515,978-0-7778-0973-0,2024-03-20,2024-03-28,BR012
TXN000534,M15798,978-1-67199-038-8,2024-05-04,2024-05-29,BR004
TXN000535,M17398,978-0-220-50209-6,2025-06-17,2025-07-17,BR005
TXN000536,M85511,978-1-101-62249-0,2025-02-08,2025-03-07,BR010
TXN000537,M52030,978-1-950145-56-0,2025-06-04,2025-06-26,BR015
TXN000538,M78321,978-0-472-14586-7,2024-10-31,2024-11-18,BR005
TXN000539,M87550,978-0-19-817946-7,2025-01-01,2025-01-23,BR015
TXN000540,,978-1-899529-97-1,2024-10-27,2024-11-17,BR001
TXN000541,M97994,978-1-293-43010-1,2024-09-17,2024-10-01,BR009
TXN000542,M63511,978-0-9660558-3-2,2023-10-22,2023-11-09,BR007
TXN000543,,978-1-4144-8850-9,05/01/2024,2024-01-28,BR004
TXN000544,M28920,978-1-69902-355-6,2025-08-18,,BR015
TXN000545,M64090,978-1-02-727857-3,2025-05-09,2025-05-22,BR009
TXN000546,M41831,978-0-8495-8803-7,2024-12-09,2025-01-08,BR006
TXN000547,M68954,978-1-124-05682-1,2024-12-04,2024-12-31,BR002
TXN000548,M34966,978-0-914504-61-0,2024-10-11,2024-10-31,BR007
TXN000549,M15183,978-1-74384-215-7,2025-05-09,2025-05-28,BR004
TXN000550,M98008,978-0-7807-8235-8,2025-08-19,2025-09-18,BR008
TXN000551,M53642,978-1-218-23076-2,2025-03-18,,BR015
TXN000552,M34906,978-0-409-15701-7,2024-10-28,2024-11-22,BR002
TXN000553,M72773,978-0-943533-44-5,2024-11-06,2024-11-13,  BR012 
TXN000554,M61987,978-0-422-41098-4,2024-10-23,2024-11-02,BR009
TXN000555,M59894,978-1-85424-932-6,12/05/2023,2023-12-14,BR011
TXN000556,M57139,978-1-02-070160-3,2023-12-15,2024-01-10,BR008
TXN000557,M71537,978-0-9979545-3-1,2025-03-18,2025-03-30,BR006
TXN000558,M51015,978-1-921717-47-5,2024-09-21,2024-10-15,BR010
TXN000559,M29126,,2025-09-05,2025-09-24,BR009
TXN000560,M64732,978-1-56255-770-6,30/11/2023,2023-12-13,BR004
TXN000561,M84683,978-1-77245-992-0,2024-10-19,2024-11-10,BR008
TXN000562,M54245,978-0-581-48769-8,08/11/2024,2024-09-04,BR014
TXN000563,M94108,978-0-7615-3966-7,2024-12-01,2024-12-27,BR008
TXN000564,M56160,978-0-219-71997-9,2024-06-07,2024-06-13,BR012
TXN000565,M81058,978-1-246-19196-7,2024-06-09,2024-07-06,BR001
TXN000566,M19742,978-0-329-02278-5,2024-05-14,,BR011
TXN000567,M10836,978-0-354-94651-3,2024-12-12,2024-12-15,BR014
TXN000568,M29795,,2025-01-02,2025-01-04,BR009
TXN000569,M90980,978-0-405-80085-6,2024-01-02,2024-01-18,BR015
TXN000570,M96413,978-0-369-65666-7,08/27/2024,2024-09-10,BR001
TXN000571,M11553,,2024-03-16,2024-03-26,BR012
TXN000572,M12246,978-1-238-65624-5,2025-10-12,2025-11-07,BR012
TXN000573,M33496,978-0-01-027621-3,2024-01-22,2024-01-30,BR002
TXN000574,M35156,978-1-969278-68-6,06/04/2025,2025-06-13,BR005
TXN000575,M62022,978-1-326-90973-4,2025-03-17,2025-03-25,BR007
TXN000576,M39603,978-1-895009-75-0,2024-01-04,2024-01-25,BR014
TXN000577,M95182,978-0-284-78189-5,2023-12-17,2023-12-30,BR002
TXN000578,M82443,978-0-89490-580-3,2024-09-20,,BR011
TXN000579,M32463,978-1-65442-094-9,2025-03-28,2025-04-23,BR014
TXN000580,M53420,978-0-7929-0490-8,2024-05-10,2024-06-08,BR014
TXN000581,M79226,978-0-8144-2944-0,2025-07-02,2025-07-30,BR004
TXN000582,M84289,978-0-929275-24-6,2025-05-08,2025-05-30,BR001
TXN000583,M46749,978-1-280-51292-6,2025-06-17,2025-06-23,  BR010 
TXN000584,M51220,,2025-04-16,2025-05-11,BR004
TXN000585,M62205,978-1-372-39504-8,04/18/2025,2025-04-26,BR005
TXN000586,M84277,978-0-276-74783-0,2024-07-17,2024-08-04,BR007
TXN000587,M53480,978-1-4286-0476-6,2025-02-20,2025-03-15,BR012
TXN000588,M20279,978-0-85694-544-1,2025-05-22,,BR006
TXN000589,M67290,978-1-7393852-5-5,2024-11-17,2024-12-12,BR002
TXN000590,M90460,978-0-06-181753-3,2025-03-27,2025-04-07,BR007
TXN000591,M13883,978-0-00-910939-3,2025-01-22,2025-02-07,BR013
TXN000592,M39902,978-0-926921-24-5,2024-05-16,2024-06-07,BR007
TXN000593,M86791,978-1-4654-2140-1,2024-07-19,2024-07-29,BR002
TXN000594,M42302,978-0-442-71739-1,2024-07-27,2024-08-09,BR002
TXN000595,,978-0-286-39174-0,2023-12-28,2024-01-01,BR007
TXN000596,M21995,,2023-12-06,2023-12-31,BR005
TXN000597,M45358,978-1-07-200642-8,2025-03-08,2025-03-23,  BR002 
TXN000598,M83005,978-0-87766-183-2,2023-10-16,2023-10-19,BR007
TXN000599,M56388,978-0-9855460-1-4,2024-07-07,2024-07-18,BR010
TXN000600,M60493,,2025-06-28,2025-07-01,BR007
TXN000601,M83339,978-0-7432-8063-1,2024-05-19,2024-05-25,BR004
TXN000602,M99825,978-0-571-73203-6,2023-11-01,2023-11-10,BR003
TXN000603,M74634,978-1-61847-870-2,2023-11-10,2023-11-24,BR003
TXN000604,M49289,978-1-06-138782-8,2025-04-07,2025-04-15,BR002
TXN000605,M91924,978-0-02-707903-6,2025-03-09,2025-03-13,BR010
TXN000606,M27758,978-0-204-17929-0,29/11/2023,2023-12-19,BR007
TXN000607,M59792,978-0-7993-1365-9,2025-05-29,2025-06-12,BR006
TXN000608,M95332,978-1-198-25309-6,2024-02-17,2024-03-08,BR003
TXN000609,M36326,978-0-426-25827-8,2024-04-09,2024-04-20,BR003
TXN000610,M48200,978-0-19-620710-0,2023-10-19,2023-11-07,BR011
TXN000611,M41775,978-1-67232-487-8,2024-08-10,2024-08-23,  BR005 
TXN000612,M57843,978-0-927914-56-7,2023-10-17,2023-11-04,BR010
TXN000613,M33583,978-0-18-195883-3,2024-09-17,,BR009
TXN000614,M70505,978-1-03-127722-7,2025-02-14,2025-02-24,BR004
TXN000615,M19064,978-0-543-64597-5,2023-11-14,2023-12-06,BR013
TXN000616,M75444,978-0-207-81137-1,20/12/2024,2025-01-11,BR005
TXN000617,M30203,978-1-353-15313-1,2025-04-05,2025-04-20,BR013
TXN000618,M88372,978-1-317-97062-0,2024-03-20,2024-04-19,BR007
TXN000619,M64827,978-0-652-73543-7,06/15/2024,2024-07-08,BR013
TXN000620,M80373,978-0-421-77625-8,2024-03-22,,BR015
TXN000621,M42536,978-0-929831-68-8,2024-10-05,2024-10-25,BR006
TXN000622,M15806,978-1-74063-356-7,2024-12-10,2024-12-23,BR011
TXN000623,M53463,978-0-600-78068-7,2024-07-28,2024-08-01,BR007
TXN000624,M43913,978-1-73180-632-1,2024-07-01,2024-07-20,BR012
TXN000625,M85397,978-0-07-427990-8,2025-09-26,2025-10-21,  BR006 
TXN000626,M99070,978-0-625-70165-0,2024-11-05,2024-11-06,BR009
TXN000627,M73277,978-1-4989-3195-3,04/03/2025,2025-04-06,BR007
TXN000628,M25213,978-1-01-657905-6,2024-07-07,2024-07-17,BR012
TXN000629,M54966,978-0-253-81793-8,2025-04-16,2025-04-28,BR004
TXN000630,M72411,978-1-5486-4015-6,2024-06-22,2024-07-03,BR012
TXN000631,M18804,978-0-7884-7951-9,2024-02-28,2024-02-29,BR013
TXN000632,M54967,978-0-16-241124-1,2024-01-03,2024-02-02,BR011
TXN000633,M41970,978-1-238-04682-4,2024-09-24,2024-10-12,BR009
TXN000634,M65885,978-1-04-310385-9,2024-08-09,2024-08-30,BR004
TXN000635,M34176,978-1-79887-749-4,2024-01-18,2024-01-19,BR011
TXN000636,M90492,978-0-437-54025-6,2024-05-08,2024-05-21,BR008
TXN000637,M10583,978-0-8422-2231-0,2023-11-13,2023-12-06,BR004
TXN000638,M18200,978-0-7452-3805-0,2025-09-27,2025-10-03,BR013
TXN000639,M57945,978-1-78284-106-7,2025-08-24,2025-09-15,BR008
TXN000640,M74157,978-1-5208-8547-6,07/29/2025,2025-08-11,BR011
TXN000641,M90125,978-1-5170-2814-5,2023-11-01,2023-11-29,BR002
TXN000642,M70012,978-1-5150-9398-5,2024-03-24,2024-04-19,BR014
TXN000643,M48986,978-0-01-871863-0,2024-10-06,,BR010
TXN000644,M27556,978-1-62656-504-3,2024-06-22,2024-06-28,BR004
TXN000645,M58929,978-1-81376-742-7,2025-05-24,2025-06-13,BR009
TXN000646,M28070,978-1-299-12347-2,05/10/2025,2025-10-26,BR007
TXN000647,M80435,978-0-9610646-2-4,2024-11-23,2024-11-29,BR011
TXN000648,M82733,978-0-264-87049-6,2024-05-23,2024-06-03,BR005
TXN000649,M69113,978-0-00-244714-0,2024-08-13,2024-08-14,BR014
TXN000650,M73518,978-0-01-471959-4,2024-09-29,2024-10-17,BR014
TXN000651,M76248,978-1-71589-042-1,2024-12-12,2024-12-26,BR007
TXN000652,M68176,978-1-72520-456-0,2025-01-21,2025-02-16,BR002
TXN000653,M38905,978-0-448-18321-3,24/12/2024,2025-01-03,BR005
TXN000654,M32047,978-1-5445-1895-4,2025-06-06,2025-07-01,BR010
TXN000655,M74921,978-0-8457-6521-0,2024-03-21,2024-03-30,BR002
TXN000656,M81186,978-0-89888-167-7,2025-08-13,2025-09-07,BR006
TXN000657,M15453,978-0-07-545279-9,2024-10-30,2024-11-13,BR008
TXN000658,M23423,978-0-401-32234-5,2024-01-13,2024-01-23,BR011
TXN000659,M14224,978-0-611-07603-8,2023-12-31,2024-01-03,BR006
TXN000660,M67549,978-1-140-14011-5,2025-08-16,2025-08-24,BR002
TXN000661,M37509,978-0-250-12495-4,2024-06-27,2024-07-25,BR010
TXN000662,M89988,978-0-19-083342-8,2025-08-03,2025-08-29,BR003
TXN000663,M37082,978-0-387-59271-8,2024-02-23,,BR013
TXN000664,M55982,978-1-63836-151-0,2024-09-18,2024-09-29,BR010
TXN000665,M48356,978-1-5480-1571-8,2024-07-21,2024-08-07,BR005
TXN000666,M99037,978-1-7386463-1-9,2025-07-29,2025-08-24,BR003
TXN000667,M63948,978-1-207-16781-9,2024-01-09,2024-01-14,BR005
TXN000668,M27392,978-1-912153-53-4,2024-12-21,2024-12-29,BR012
TXN000669,M98635,978-0-367-49946-4,2024-06-30,2024-07-09,BR003
TXN000670,M92288,978-1-84271-147-7,2024-10-11,,BR008
TXN000671,M22202,978-0-10-170269-0,21/02/2025,2025-03-23,BR012
TXN000672,M58374,978-1-991187-73-4,2024-05-15,2024-05-16,BR008
TXN000673,M22208,978-1-84858-800-4,10/07/2025,2025-10-30,BR008
TXN000674,M56952,978-1-75677-002-7,2024-11-23,2024-11-30,BR013
TXN000675,M66314,978-0-7624-6719-8,2025-02-18,2025-03-17,BR008
TXN000676,M47171,978-1-82806-479-5,2025-09-22,2025-10-20,BR010
TXN000677,M73614,978-1-5009-0255-1,2025-05-27,2025-05-29,BR015
TXN000678,M16021,978-1-61655-650-1,2025-02-08,2025-02-09,BR013
TXN000679,M26284,978-0-491-14152-9,10/28/2023,2023-10-29,BR003
TXN000680,M66072,978-0-7698-6407-5,2024-12-16,2025-01-14,BR012
TXN000681,M95196,978-1-965917-13-8,2024-06-15,2024-06-24,BR014
TXN000682,M22234,978-0-945637-18-9,2024-03-18,,BR005
TXN000683,M97098,978-0-496-39191-2,2024-12-19,,BR003
TXN000684,M91999,978-0-9876351-4-3,2024-10-16,2024-10-30,BR012
TXN000685,M95915,978-1-85366-498-4,2024-09-09,,BR002
TXN000686,M72496,978-0-8297-3748-6,2025-05-27,2025-06-18,BR010
TXN000687,M68335,,2025-06-28,2025-07-02,BR012
TXN000688,M65353,978-0-8357-2324-4,2025-06-22,,BR008
TXN000689,M60209,978-1-136-44249-0,2024-04-03,2024-04-14,BR013
TXN000690,M58177,978-0-230-34778-6,2025-10-07,2025-11-03,BR003
TXN000691,M27451,978-0-324-20448-3,2024-02-19,2024-03-07,BR011
TXN000692,M83831,,2025-06-28,2025-07-10,BR011
TXN000693,M37925,978-0-01-594165-9,2025-02-15,2025-03-07,BR003
TXN000694,M99989,978-1-231-98189-4,2025-09-07,,BR004
TXN000695,M23168,978-1-139-15596-0,2025-05-25,2025-06-07,BR002
TXN000696,M56076,978-1-321-23476-3,04/16/2024,2024-04-24,BR006
TXN000697,M46302,978-1-85158-673-8,2025-09-17,2025-10-07,BR004
TXN000698,M89638,978-1-75409-003-5,2024-04-15,,BR012
TXN000699,M96298,978-1-5183-7606-1,2025-08-22,2025-09-08,BR004
TXN000700,M34726,978-1-134-32756-0,2025-05-12,2025-06-07,BR005
TXN000701,M41370,978-0-7765-6124-0,2024-10-18,2024-11-08,BR002
TXN000702,M87847,978-1-9857-0027-7,2025-05-14,2025-05-26,BR015
TXN000703,M51480,978-0-634-59112-9,2024-04-13,2024-04-27,BR014
TXN000704,M57895,978-1-57724-295-6,05/20/2025,2025-06-14,BR003
TXN000705,M19567,,2024-03-07,,BR002
TXN000706,M38277,,2024-08-11,2024-08-24,BR001
TXN000707,M76402,978-1-69300-893-1,2025-08-06,2025-08-20,BR012
TXN000708,M65518,978-0-420-69694-6,2024-01-31,2024-02-18,BR002
TXN000709,M90746,978-0-910867-71-9,2024-03-26,2024-04-12,BR002
TXN000710,M36633,978-0-447-62639-1,2024-03-19,2024-04-01,BR003
TXN000711,M86865,978-0-626-20443-3,2025-01-07,2025-01-28,BR014
TXN000712,M18665,978-1-971072-56-2,2025-02-27,2025-03-27,BR007
TXN000713,M41278,978-1-941180-05-1,2025-08-24,2025-08-28,BR002
TXN000714,M69424,978-1-990048-96-8,2024-05-22,2024-06-15,BR001
TXN000715,M96252,978-1-280-92428-6,2024-10-08,,BR002
TXN000716,M27984,978-1-215-86241-6,2024-05-30,2024-06-11,BR003
TXN000717,M78551,978-1-4564-4948-3,2024-05-29,2024-06-04,BR014
TXN000718,M58741,978-1-72870-320-6,2024-03-30,2024-04-23,BR013
TXN000719,M25473,978-1-4276-1707-1,2024-06-30,2024-07-14,BR001
TXN000720,M45649,978-1-71215-134-1,2024-02-23,2024-03-13,BR005
TXN000721,M92251,978-1-993908-92-4,2024-08-13,2024-08-15,BR008
TXN000722,M75484,978-0-7150-4165-9,2024-12-18,2024-12-27,BR003
TXN000723,M23487,978-1-201-77749-6,2025-02-06,2025-02-14,BR011
TXN000724,M76692,,2024-06-10,2024-06-18,BR014
TXN000725,M16026,978-1-59230-450-9,2025-04-09,2025-04-15,BR007
TXN000726,M14635,978-0-642-36103-5,2024-02-10,2024-03-02,BR015
TXN000727,M64967,978-1-214-76492-6,2024-07-02,2024-07-26,BR004
TXN000728,M51934,978-1-83776-749-6,2024-12-25,2024-12-29,BR002
